Mass/Charge	Area	Height
168.9193707	0.139289454	12.78060076
169.0455401	937.6829886	107995.2764
169.4699598	0.092358484	11.26949229
169.4754955	0.039824723	14.00882928
169.4823226	0.108289018	13.90765952
169.4901202	0.081924305	15.93566172
169.499261	0.082039111	14.10253318
169.508402	0.036859622	11.68607411
169.5268176	0.19246615	23.5407325
169.5321698	0.213296494	23.27991503
169.5515646	0.107444928	15.9467379
169.559457	0.109209124	16.13375587
169.5668546	0.149034836	13.99272926
169.5831486	0.062603301	13.51025178
169.5910508	0.096394363	14.92466865
169.6017007	0.114835553	20.18902782
169.6073045	0.055723983	17.836514
169.6131262	0.188845463	18.56295671
169.6344025	0.178868475	15.48833423
169.6492048	0.156721094	18.9509681
169.6565208	0.058031089	18.97443897
169.6712073	0.255525472	21.42084623
169.6784698	0.037985369	24.22419648
169.6856199	0.382327113	24.83900846
169.7026245	0.14210395	22.97591777
169.7105648	0.064996686	19.21602909
169.7150547	0.050757418	16.98406123
169.7268073	0.138585025	17.85651594
169.7420057	0.305528363	25.04440524
169.7491386	0.041866283	23.87414013
169.7562559	0.172387044	25.69200971
169.7674914	0.356031784	29.08470056
169.7790877	0.038956866	25.12467191
169.7827471	0.084871138	28.09015639
169.7906212	0.176567794	20.64296784
169.7992148	0.068530238	21.65950445
169.8207814	0.49177973	28.07486432
169.8341747	0.391211828	29.59238047
169.8443185	0.251422059	28.38695007
169.8594707	0.18535264	23.12517353
169.8711397	0.150726444	22.25187354
169.8917921	1.904432868	83.55516009
169.9271148	0.186624735	26.02510537
169.9381961	0.078425137	22.2695266
169.9453459	0.116804009	22.53306779
169.9521941	0.075325485	22.71314651
169.9668647	0.520251642	24.30625762
169.9837405	0.071915406	22.8346019
170.0058405	0.829360587	39.71569588
170.047293	51.02312339	4139.002513
170.1132996	0.374634396	22.45478347
170.1381435	0.104522252	15.42378106
170.1508646	0.183259127	16.66177728
170.1595432	0.026606061	15.75067002
170.1667725	0.141088933	17.8595047
170.1760119	0.1291212	20.37178248
170.1848027	0.098773973	19.31188582
170.1980135	0.27985423	22.98356099
170.2067606	0.112204883	22.7036013
170.2141258	0.075596942	22.32681401
170.2254743	0.28547372	25.85485311
170.2414474	0.26248348	23.43512683
170.2546255	0.250594651	26.86995341
170.2644528	0.165012064	24.2817919
170.2726429	0.123535698	25.57478567
170.2789445	0.080989018	24.51510557
170.2868013	0.210501164	28.18515195
170.2960011	0.116240376	25.12312839
170.304116	0.12754107	25.97628134
170.3127956	0.262662444	27.01099508
170.3247721	0.120371327	27.41121421
170.3360261	0.369266292	23.93515217
170.3515316	0.218252108	26.44190972
170.3620918	0.254638281	28.25495691
170.3726887	0.076677513	21.6242189
170.3796429	0.153640677	22.48999408
170.3983865	0.435579885	27.26396899
170.4118969	0.223252103	28.33202639
170.421607	0.190071523	27.36139017
170.4312889	0.20345083	25.68208944
170.4481619	0.293364475	26.49735338
170.4572413	0.222809608	27.95195498
170.4731874	0.356073577	28.1768051
170.4834108	0.124528468	24.2478737
170.4963733	0.362896228	27.85349453
170.5105164	0.274646034	29.42621087
170.519894	0.085583494	25.8464396
170.5337554	0.327494857	33.94695724
170.5398617	0.184783206	27.79414912
170.5612053	0.584867348	27.39841287
170.5758032	0.226731906	28.79967645
170.5903224	0.327535392	28.0918467
170.6012357	0.144642512	30.08460752
170.6057736	0.047933404	27.89360036
170.6119001	0.189034675	31.34390217
170.6224634	0.16866036	24.38625647
170.6344057	0.222179053	28.55349471
170.6411027	0.200465619	31.22811559
170.6552874	0.432184635	30.01672759
170.6681032	0.184978629	29.79306763
170.6805066	0.272890966	26.82096321
170.7119703	0.955112494	27.87936941
170.7330117	0.092366822	27.86567557
170.7375967	0.132258792	28.14490383
170.7501221	0.316130841	28.58802
170.768073	0.47210825	28.41417389
170.7795662	0.093374713	29.37983763
170.8033332	0.560100549	33.5353597
170.8145975	0.290362756	29.7477925
170.8235765	0.149168937	29.61085353
170.831686	0.141573344	27.90379646
170.8382935	0.092960623	28.86412076
170.842659	0.085882359	26.96446025
170.8528987	0.279957354	28.37526285
170.8661309	0.274350614	28.6135923
170.8750032	0.042648011	26.5261344
170.8837538	0.232379338	28.1882747
170.8915239	0.095749439	31.8511717
170.8983214	0.321658228	29.45559541
170.9159846	0.4204882	29.47179634
170.9282393	0.129615705	28.49749423
170.9363312	0.08742831	25.24485381
170.942761	0.140466598	26.97522879
170.9522997	0.247574803	28.90999159
170.9617122	0.182036256	29.93477304
170.9708944	0.301840792	36.90571455
170.9792256	0.119096404	34.46723998
170.9921259	0.747368282	51.96399111
171.0193811	0.798361593	41.92825868
171.0489668	6.237892444	466.6344275
171.0604473	1.710604265	147.4790918
171.0963652	2.070523445	81.33198899
171.1468597	1.826337915	95.17312403
171.1706556	0.32053205	32.65509492
171.1803039	0.093061271	29.81231979
171.1916403	0.169478987	26.53806255
171.2017699	0.273111749	27.71278398
171.2110799	0.127593963	28.90633533
171.2172544	0.039326277	22.37951264
171.2317097	0.330535831	26.05140202
171.2403616	0.219137222	28.67254086
171.2546286	0.306605405	26.30062283
171.2653022	0.130219394	25.67138231
171.2721147	0.13006238	24.9649901
171.2812928	0.191850598	25.58988669
171.2882588	0.040501089	24.58347076
171.2927638	0.043122706	23.88830269
171.3021505	0.29114627	26.53699458
171.3124104	0.128288225	27.08139889
171.3200431	0.139344023	28.08802425
171.3269017	0.091614423	25.52456946
171.3341123	0.213593877	26.35274825
171.3450449	0.169074683	25.43557859
171.354812	0.167275186	24.22897039
171.3626013	0.161372784	26.68721235
171.3724172	0.176804117	26.85391267
171.3890073	0.708328304	25.39723991
171.4197037	0.281956763	24.37666595
171.4315157	0.131632667	25.20520869
171.4391185	0.171036205	25.66167695
171.4464758	0.080950359	25.6100255
171.4570037	0.271466876	29.12134218
171.463407	0.082470491	26.07890533
171.4693334	0.041355075	22.50707619
171.4749408	0.165719897	25.8664895
171.4861533	0.213190567	25.35427031
171.4959933	0.078939786	26.52851805
171.5004047	0.126636597	26.28842852
171.505188	0.040458067	25.05944433
171.5188817	0.373085222	25.23815244
171.5315098	0.240722129	25.40213193
171.5432984	0.077511391	24.33950901
171.5485695	0.12210316	24.41266295
171.5592166	0.28327338	24.01058042
171.5751373	0.314915662	23.20505266
171.586112	0.037774283	23.38419101
171.5897908	0.111561238	24.79444958
171.5991897	0.156543876	23.39875245
171.6074803	0.127791151	25.76779019
171.6168817	0.149259542	22.40193481
171.6242644	0.161000841	24.98647489
171.6323282	0.123617806	26.28302798
171.637619	0.042894428	26.35834241
171.6424798	0.083471397	24.26542793
171.6582917	0.481165879	25.5497041
171.6797983	0.431208854	23.70450886
171.6953581	0.109948496	22.81747059
171.7061506	0.204918657	25.025602
171.7185086	0.194485714	23.42081233
171.7293099	0.363436627	25.29392319
171.7483561	0.116209326	22.81200986
171.7553783	0.060596264	21.76922354
171.7623983	0.234366764	25.08483421
171.7716582	0.108366551	23.0171454
171.7793031	0.082706381	26.41995978
171.7848268	0.148673144	23.54702011
171.7927217	0.03382728	19.53134479
171.7998255	0.172064722	21.36693305
171.8118825	0.189624116	23.38203659
171.8197622	0.115038801	23.3255142
171.828039	0.074733158	22.63661048
171.8326798	0.110757123	25.11614697
171.8402007	0.077352249	22.54643655
171.8478477	0.244018584	22.88832565
171.8626361	0.175930167	21.79630488
171.8800982	0.3382172	23.54436984
171.8959563	0.289799685	22.34772037
171.9067906	0.106979788	22.7180383
171.9188107	0.261697917	21.77002186
171.9297909	0.136950168	21.97815521
171.9386711	0.109888237	21.97474508
171.9477626	0.218120831	22.35336241
171.957337	0.22202686	21.45605673
171.9787298	0.347410804	26.98160787
171.9910101	0.161195741	24.31652041
172.000049	0.147137943	23.56811794
172.0078639	0.108967891	23.24576846
172.0148946	0.111537323	22.93119549
172.0229845	0.080052404	23.07496217
172.033234	0.229916403	25.49543762
172.0517952	0.970482224	70.335528
172.0752714	0.372661571	31.61965882
172.0969219	0.512085169	30.02064685
172.1162035	0.222910795	23.63911807
172.1314019	0.310363024	23.54056738
172.1397189	0.042563693	24.65374308
172.1471061	0.37476493	29.78456154
172.1672234	0.458180127	34.59292803
172.1885698	0.232565727	20.18152307
172.2025453	0.270480964	18.03043488
172.2236171	0.252873154	21.29689642
172.2312294	0.028413629	15.98183381
172.2396278	0.181144053	20.05422106
172.2491902	0.209663273	20.47670817
172.2653278	0.12541392	22.39832174
172.2766049	0.094995548	18.61324
172.2868463	0.181917125	19.78792059
172.2937828	0.030980354	17.69114421
172.3003694	0.276060428	21.64809945
172.3184312	0.14935132	19.54009355
172.3334732	0.194723713	21.24156337
172.3404237	0.032166001	18.23078937
172.346523	0.048939271	15.98927104
172.3514818	0.060391588	18.42158668
172.3560645	0.088782956	18.76325074
172.363695	0.079648814	16.05003875
172.3710676	0.127014209	21.0500245
172.3811277	0.11260356	16.69228411
172.3890266	0.053452239	17.28877139
172.3962684	0.102934027	15.84864264
172.4025154	0.030350549	17.39708794
172.4091734	0.117117183	18.06993415
172.4202087	0.143901073	16.7189647
172.4283988	0.111444956	17.81061701
172.4351221	0.052095233	17.39163596
172.4451557	0.106717145	16.62632436
172.4548148	0.217139338	16.62226099
172.4683147	0.02820917	17.80280616
172.4726298	0.116854826	18.23566572
172.4842392	0.147450708	17.90907735
172.4926713	0.071040203	15.27636464
172.4996662	0.053111398	17.52044919
172.5038401	0.064063332	20.21915939
172.5088877	0.049045263	17.01286828
172.5207175	0.154326328	15.11455998
172.5334799	0.19068535	17.64660658
172.5470422	0.123005508	19.58809026
172.5513101	0.026997275	17.28012621
172.5646403	0.224570519	16.48480163
172.5776727	0.105503301	16.78904419
172.5913988	0.265163906	18.70912263
172.6028416	0.0550865	16.68091713
172.6068937	0.049217891	16.19342946
172.614031	0.054288441	17.76504063
172.6185941	0.025324042	13.8666047
172.6251006	0.116990419	18.05888745
172.6376474	0.188335797	17.06775229
172.651343	0.078243449	15.66859294
172.6574263	0.130158963	16.65660817
172.6786085	0.214121806	20.69087568
172.6857525	0.070490257	13.76398669
172.6928216	0.070860577	14.64581363
172.7013338	0.073177698	14.52747036
172.7081695	0.084799063	18.18544144
172.7136556	0.18205743	17.43228886
172.7284337	0.06875616	15.43066239
172.7395069	0.098345419	16.80276325
172.7431981	0.048009898	16.09465051
172.7579065	0.272630864	13.78918088
172.7756224	0.066379329	12.55692681
172.7845858	0.102752366	16.80846302
172.7930326	0.0792049	17.28460473
172.7989381	0.067527852	14.690065
172.8084269	0.105981621	16.58629799
172.8151836	0.081520734	18.39510459
172.8245163	0.069352055	15.93320958
172.832142	0.146112098	15.51380819
172.8461615	0.122171237	15.2263758
172.8590003	0.182497966	17.91933716
172.8724135	0.078774342	17.33672897
172.8779169	0.188171882	15.5294912
172.8984887	0.15476831	14.48645575
172.9139188	0.188716478	14.83251373
172.9259741	0.068754617	13.60757075
172.9356261	0.144199608	15.33008376
172.9479097	0.120742223	14.79683219
172.9576486	0.063361031	12.9148826
172.966839	0.11833514	15.04749144
172.9869603	0.55683389	40.20240592
173.0025791	0.164746028	21.88553914
173.0135367	0.393593968	27.36188465
173.0343358	0.121401008	19.06847944
173.0404658	0.033722436	21.77913586
173.0451896	0.116116329	24.05767
173.050278	0.064528132	19.78638992
173.0588547	0.134233455	19.31778601
173.0663272	0.0416628	29.19142046
173.0762727	0.967260956	73.65840281
173.0910744	0.311446071	28.4740686
173.1127378	0.145622216	19.78134048
173.1217511	0.052257567	16.8433217
173.1279057	0.200745099	28.32214681
173.1505789	0.956880008	49.73972092
173.1882715	0.089578811	15.58217588
173.1919675	0.021810007	14.44781768
173.1989668	0.101038235	13.68162003
173.2113349	0.124438681	13.53872677
173.227081	0.058960624	14.18174147
173.2406665	0.174394329	13.85316711
173.2529563	0.083167624	14.54265304
173.2595307	0.058209675	12.21331414
173.2675714	0.072474009	12.17149323
173.280492	0.08399883	11.4597466
173.2899245	0.074350549	13.66695123
173.2973186	0.094031951	14.04221499
173.3140963	0.109862049	12.09527333
173.3390917	0.165505651	12.66611822
173.347233	0.082922199	14.99586981
173.3601749	0.077669049	17.21493666
173.3680304	0.076763328	11.46626251
173.3779741	0.074870939	12.10279119
173.3823622	0.077294525	14.31230852
173.4047329	0.093879001	11.82016574
173.415904	0.108671106	11.89232752
173.4384289	0.055758869	12.07597871
173.4446738	0.037466755	11.25608104
173.4598923	0.055587281	11.7204832
173.4655773	0.019185624	12.5764013
173.4945582	0.074777377	12.44766315
173.531525	0.114040645	11.44493713
173.5932124	0.148218249	12.99546305
173.6320672	0.051325977	11.55604181
173.6394686	0.032243411	11.9082241
173.6617734	0.050744759	12.06207569
173.7616146	0.024125759	11.3446805
173.8004882	0.035727069	11.7179511
173.806042	0.01956478	11.85635871
173.8486235	0.065258966	11.92432425
173.9947303	0.148163536	17.13106406
174.0023308	0.080983021	14.92086981
174.0134448	0.054901389	13.87893117
174.0266152	0.073149477	12.67646146
174.0507873	0.165132426	12.81831977
174.0677392	0.087296547	11.59131929
174.0790896	0.165388333	15.87387281
174.1163858	0.099350535	11.40052784
174.1255626	0.077145347	12.14032129
174.1320162	0.075657436	11.72963235
174.1542528	0.082297037	13.26491236
174.9891163	0.986342558	64.91727107
175.0123233	0.071027923	14.74428268
175.0188736	0.073309428	14.80257177
175.0521884	1.862722265	110.6156528
175.0707493	0.180963247	24.23453741
175.1073405	0.542557343	51.5585065
175.1445334	0.274264563	25.71881657
176.0643212	0.441792093	27.15379359
176.985637	0.19467422	22.6601877
177.0095935	0.593999772	43.94267033
177.049204	0.372101941	34.93166843
177.0589729	0.030543189	12.15254463
177.0867918	0.149143985	16.97740123
177.1224556	0.285797393	30.32871537
177.1598863	0.358569209	35.07939624
178.0471195	0.202856801	24.02765972
178.8978217	0.267625278	26.84449387
179.0490465	0.11799824	11.39779738
179.0663738	1.317417398	96.1922259
179.1023658	0.634375359	59.50315179
179.1399322	0.144865833	14.40122883
179.8993317	0.8871136	73.50467009
180.070012	0.181796261	16.09929541
180.8982437	1.149282997	100.1253595
180.9195627	0.126685086	15.56857341
181.0444746	0.13881377	13.61343861
181.0612477	0.07291551	12.08824203
181.0811994	0.65660698	52.6975271
181.1195157	0.747030326	62.61016788
181.1552252	0.218704419	24.0802668
181.8996421	1.584140246	118.6985598
182.8991754	10.58720223	883.9027522
183.0601493	3.585674582	254.3585788
183.0976325	0.574084758	49.42623201
183.1095601	0.099131841	14.02024877
183.1342393	0.22860861	21.04662172
183.1710008	0.193472615	19.10413096
183.9007277	0.104936847	12.38142665
184.024244	0.145140451	16.46968612
184.0634222	0.405828327	30.11798571
184.4421262	0.079950646	12.25546982
185.0099623	34.42161879	2279.039988
185.0554652	0.077755918	15.37700644
185.0632335	0.103924901	15.78199818
185.0753732	0.197775628	19.98040171
185.0906199	0.035214675	11.91094922
185.0948791	0.036837949	11.85932111
185.1116905	0.999739423	70.5783816
185.1496837	0.244871697	23.89271184
185.9955507	0.211523921	22.50388053
186.0122419	2.059960768	129.2113257
186.1145405	0.124376721	12.04283609
186.1835117	0.059120203	11.47350153
187.0148964	0.967173468	53.6238449
187.041896	0.452188171	38.27443716
187.0536079	0.415526774	41.03862041
187.0659346	0.020286824	12.72448088
187.0710077	0.082295121	11.66695594
187.0919642	0.28994025	24.77984242
187.123792	0.130107538	12.50668589
187.145111	0.231748822	24.75764153
187.1657158	0.250222902	28.79415377
188.0005	0.113401831	23.38715531
188.0086838	0.295489392	30.81128317
188.0467117	0.155481701	15.85113227
189.0025933	0.732742351	60.03547105
189.030793	6.461256593	453.7718282
189.0656489	0.162389364	15.91054601
189.0853053	0.096378009	11.79737965
189.1240295	0.714488546	60.41883806
189.1612763	0.236770665	22.90838917
190.0061002	0.543523541	42.15351358
190.0338103	0.475974504	42.62684043
190.4401245	0.76655071	48.3692985
191.0264787	128.0771251	10888.19187
191.0645953	0.222454652	24.85399808
191.1017172	0.462876269	34.32523479
191.1763744	0.159091411	17.65060978
192.0042327	0.371855966	31.75400543
192.0299866	6.590587152	442.4446717
192.0616239	0.23663341	26.8686143
192.1058115	0.097827444	13.46138557
193.0005495	0.05791013	11.79118412
193.0309907	1.161418387	79.96462692
193.0456385	0.083946879	21.89117428
193.0610543	0.16687557	11.92165876
193.0812809	0.533343088	39.91337468
193.1263951	1.655857272	74.88177744
193.1547509	0.953304108	79.10455588
193.1910243	0.105235483	11.86213925
194.1121529	0.083300229	15.4111528
194.1182415	0.100432588	17.1747161
194.1278125	0.063426288	11.90245703
194.1475892	0.04815653	11.83920236
194.159329	0.140805809	15.26968283
195.0595437	0.881656025	62.80156151
195.0953632	1.32783031	80.55283224
195.1191963	0.298486803	32.96138652
195.1330031	0.541761822	49.78081849
195.1708618	0.399288044	35.51068559
196.0963596	0.128682087	12.61743448
196.9159984	0.358922356	33.21950517
197.0561169	0.102286113	13.6677903
197.0752126	0.956202029	53.97719063
197.1114218	0.376149885	36.59030808
197.1211717	0.053212738	14.19608888
197.1497092	0.33853348	26.25661327
198.0703279	0.107563552	12.75142901
198.1238386	0.369109077	28.34939293
198.1829055	0.119381739	11.73656891
198.9905446	0.085657529	12.70599554
199.0302606	0.207735267	22.69256173
199.05238	0.344713732	30.39061317
199.0922652	0.658571991	47.73811797
199.1280908	0.262489737	22.48713126
199.1425454	0.118010193	13.26215111
199.1660847	0.643989834	51.72567287
200.0855714	0.130847241	12.30616632
200.1982478	0.68016774	59.85527686
200.2337963	0.159494664	17.4992585
200.9808084	0.75064204	64.71894649
201.0130711	0.405961194	33.23991307
201.0561287	0.593215199	29.43666724
201.0699926	0.136454704	21.40262448
201.0842152	0.177027204	16.53036523
201.1068599	0.281388272	26.13113539
201.122101	0.093246127	12.91476713
201.1449908	0.452866102	37.14141518
201.1589667	0.145271123	19.0463697
201.1809163	1.222357838	86.77646567
202.1826002	0.110554068	12.55664885
203.0195057	3.4424937	241.8212562
203.045903	3.897456178	234.6001909
203.1034232	4.653058486	295.0429314
203.1387659	0.417915827	30.54354029
203.1761634	0.176945573	19.7134464
204.0047661	0.50234263	39.64524804
204.021556	0.278362738	20.70973687
204.050554	0.270681575	23.10362203
204.0618209	0.083525897	17.62649761
204.1075939	0.723556705	55.09263534
204.5007699	0.154057815	13.00201975
205.0009991	0.281377511	20.22385663
205.0562939	1.285901594	76.04940054
205.0815974	1.176271536	82.10421663
205.1183034	0.208749896	17.30414664
205.1549458	0.376283974	29.21672915
205.1913133	0.54380954	49.03321914
205.5005932	0.306616286	29.24657637
206.000899	1.978294912	145.4686454
206.0574574	0.118732628	12.16267112
206.0847743	0.139195846	16.09574491
206.088806	0.04530839	13.60380825
206.5024497	0.248413926	19.7438913
206.9996516	6.718123223	447.9515086
207.0403237	2.955071106	181.4441248
207.0950527	0.684349739	50.55330616
207.1333952	0.329135473	24.20282454
207.1706398	1.164451489	86.99048773
208.0012587	0.594166902	43.43189441
208.0436933	0.179520926	15.03803083
208.1711836	0.081576367	14.64051253
208.1764568	0.096986671	15.54716696
208.9985385	0.614807917	41.9735327
209.0371488	0.824995086	51.7528142
209.0579625	0.104003265	12.70957653
209.0746081	0.653267354	51.39213781
209.0912087	0.056931708	17.32113662
209.1120221	0.913662923	63.48882925
209.14965	0.76181622	56.30466741
209.1859117	0.303280799	28.74815319
210.1082326	0.176659793	18.54993277
210.1158319	0.07012383	13.80918905
211.0563611	0.309679444	20.22685196
211.0706293	0.123010599	17.93572394
211.0912866	1.229246598	74.34983983
211.1266362	0.598601204	51.70256608
211.1660036	0.313907451	27.03589855
211.2013253	0.198980119	18.24045206
212.0585651	0.198586527	20.39227112
212.1595919	0.088599794	14.80064622
212.1644097	0.052956502	12.91864407
213.0074756	3.295449535	215.1518924
213.0325309	0.130677595	17.58227822
213.0715399	1.897058054	111.089113
213.1057225	0.975841405	57.00898949
213.143046	2.81369231	167.5553772
213.1804107	0.250049127	21.48169562
213.21703	0.057977002	14.2755225
213.5058892	0.732807329	59.2504032
213.9886772	0.112710293	22.41588727
214.0070932	1.356855687	84.45708428
214.04288	0.438443774	32.78360464
214.0854635	0.525050296	30.15280959
214.145567	0.28709751	22.02666208
214.2484542	0.144630194	18.53904599
214.5064615	1.355787456	98.5971405
215.0067386	11.24641675	662.3286857
215.0436539	0.841184754	44.9352978
215.0645228	0.145629637	28.026377
215.0788704	0.766095462	45.43220218
215.1219242	2.091488913	119.5727962
215.154972	0.019228885	12.11204685
215.1590995	0.087082542	11.96704004
215.1966528	0.520378257	38.67228319
215.5081501	1.15425172	75.59982256
216.0117119	0.34714544	25.06393178
216.0188644	0.021555936	15.7632044
216.1262751	0.173133223	12.65364793
217.000013	0.162116666	16.38032429
217.0254265	10.60888861	682.7477634
217.0603027	0.560587574	47.80987831
217.0789469	0.148495217	21.02000775
217.1018821	3.492081371	201.8409408
217.1545146	0.859983917	67.03060828
217.1897991	0.381069116	29.76136509
217.9841126	0.630801148	45.05794694
218.0283789	0.915348382	65.1969301
218.1067157	0.34201843	27.61495951
218.1581674	0.076320401	16.70436614
218.9902513	0.288711674	25.11377194
219.0280622	0.170365297	17.2963786
219.0592361	0.073021923	12.22726239
219.0974214	0.147820378	13.78633914
219.1091189	0.019568954	12.28810918
219.1137002	0.086586733	12.63538569
219.1318718	0.502394407	32.51669683
219.170451	1.556668008	106.7211147
219.2068227	0.226393034	24.53484861
220.1768682	1.263898765	84.79180224
221.0324732	0.207741714	21.02877481
221.0568906	5.697706865	307.0971777
221.0910723	0.081838919	20.7107476
