100.0736	3526
100.9332	31
101.0576	1022
101.0747	139
101.0880	17
101.0922	15
102.0608	63
102.0886	21
102.1251	28
102.9303	15
103.0514	12
103.0718	49
104.9055	37
105.0423	14
105.0672	85
105.9335	13
106.0840	14
106.9893	17
107.0253	39
107.0462	109
107.0828	59
109.0623	40
109.0987	69
110.9722	20
111.0415	27
111.0776	27
111.1143	17
113.0572	30
113.0935	11
113.1055	14
114.0891	486
115.0350	103
115.0502	20
115.0727	45
115.0916	40
115.9269	16
116.0689	14
116.9741	19
117.0467	17
117.0665	14
117.0870	39
118.9748	59
119.0828	34
121.0049	34
121.0260	32
121.0378	34
121.0476	23
121.0615	42
121.0981	37
122.0550	118
122.0773	45
123.0415	63
123.0786	28
123.1133	42
125.0358	16
125.0570	20
125.0930	30
127.0722	22
127.1084	14
127.9812	25
127.9898	13
128.6592	19
128.9006	15
130.0261	12
130.1565	50
130.9026	20
131.0604	29
131.0824	27
131.1035	12
131.9006	22
131.9480	13
132.8994	43
132.9679	12
133.0610	29
133.0976	35
135.0201	29
135.0396	14
135.0770	32
135.1138	56
136.0187	81
136.0704	53
137.0564	53
137.0923	36
137.1291	84
138.9082	15
139.0042	139
139.0348	43
139.0718	23
139.1074	42
140.4773	21
140.9774	25
140.9986	15
141.0871	29
141.4770	37
141.9781	196
141.9919	15
142.0038	29
142.4784	14
143.0329	58
143.0413	18
143.0669	67
143.0765	12
143.1032	19
145.0413	122
145.0608	16
145.1185	25
147.0217	13
147.0390	13
147.1129	13
148.0352	32
149.0002	26
149.0206	278
149.0389	30
149.0553	18
149.0926	24
149.1295	33
150.0232	26
150.9037	22
150.9830	41
151.0719	45
151.1089	44
151.1448	14
151.9045	59
152.9032	63
153.0507	33
153.0704	70
153.0873	30
153.1241	68
153.9045	92
154.0596	34
154.9040	547
155.0285	135
155.0661	42
155.1026	30
155.1390	13
156.0319	12
156.0591	24
157.0122	22
157.0310	17
157.0808	45
157.1184	16
158.1511	14
159.0607	32
159.1136	19
159.1350	49
161.0368	89
161.0577	44
161.0930	562
161.1286	13
162.0515	12
162.0963	88
163.0337	16
163.0726	24
163.1084	31
163.1452	17
164.0883	79
165.0515	104
165.0879	39
166.0353	171
166.0526	21
166.5363	25
166.9990	122
167.0316	17
167.0654	25
167.1031	39
167.1393	20
168.0035	12
168.5271	294
168.5426	112
168.8911	17
168.9194	13
169.4700	11
169.4755	14
169.4823	14
169.4901	16
169.4993	14
169.5084	12
169.5268	24
169.5322	23
169.5516	16
169.5595	16
169.5669	14
169.5831	14
169.5911	15
169.6017	20
169.6073	18
169.6131	19
169.6344	15
169.6492	19
169.6565	19
169.6712	21
169.6785	24
169.6856	25
169.7026	23
169.7106	19
169.7151	17
169.7268	18
169.7420	25
169.7491	24
169.7563	26
169.7675	29
169.7791	25
169.7827	28
169.7906	21
169.7992	22
169.8208	28
169.8342	30
169.8443	28
169.8595	23
169.8711	22
169.8918	84
169.9271	26
169.9382	22
169.9453	23
169.9522	23
169.9669	24
169.9837	23
170.0058	40
170.1133	22
170.1381	15
170.1509	17
170.1595	16
170.1668	18
170.1760	20
170.1848	19
170.1980	23
170.2068	23
170.2141	22
170.2255	26
170.2414	23
170.2546	27
170.2645	24
170.2726	26
170.2789	25
170.2868	28
170.2960	25
170.3041	26
170.3128	27
170.3248	27
170.3360	24
170.3515	26
170.3621	28
170.3727	22
170.3796	22
170.3984	27
170.4119	28
170.4216	27
170.4313	26
170.4482	26
170.4572	28
170.4732	28
170.4834	24
170.4964	28
170.5105	29
170.5199	26
170.5338	34
170.5399	28
170.5612	27
170.5758	29
170.5903	28
170.6012	30
170.6058	28
170.6119	31
170.6225	24
170.6344	29
170.6411	31
170.6553	30
170.6681	30
170.6805	27
170.7120	28
170.7330	28
170.7376	28
170.7501	29
170.7681	28
170.7796	29
170.8033	34
170.8146	30
170.8236	30
170.8317	28
170.8383	29
170.8427	27
170.8529	28
170.8661	29
170.8750	27
170.8838	28
170.8915	32
170.8983	29
170.9160	29
170.9282	28
170.9363	25
170.9428	27
170.9523	29
170.9617	30
170.9709	37
170.9792	34
170.9921	52
171.0194	42
171.0604	147
171.0964	81
171.1469	95
171.1707	33
171.1803	30
171.1916	27
171.2018	28
171.2111	29
171.2173	22
171.2317	26
171.2404	29
171.2546	26
171.2653	26
171.2721	25
171.2813	26
171.2883	25
171.2928	24
171.3022	27
171.3124	27
171.3200	28
171.3269	26
171.3341	26
171.3450	25
171.3548	24
171.3626	27
171.3724	27
171.3890	25
171.4197	24
171.4315	25
171.4391	26
171.4465	26
171.4570	29
171.4634	26
171.4693	23
171.4749	26
171.4862	25
171.4960	27
171.5004	26
171.5052	25
171.5189	25
171.5315	25
171.5433	24
171.5486	24
171.5592	24
171.5751	23
171.5861	23
171.5898	25
171.5992	23
171.6075	26
171.6169	22
171.6243	25
171.6323	26
171.6376	26
171.6425	24
171.6583	26
171.6798	24
171.6954	23
171.7062	25
171.7185	23
171.7293	25
171.7484	23
171.7554	22
171.7624	25
171.7717	23
171.7793	26
171.7848	24
171.7927	20
171.7998	21
171.8119	23
171.8198	23
171.8280	23
171.8327	25
171.8402	23
171.8478	23
171.8626	22
171.8801	24
171.8960	22
171.9068	23
171.9188	22
171.9298	22
171.9387	22
171.9478	22
171.9573	21
171.9787	27
171.9910	24
172.0000	24
172.0079	23
172.0149	23
172.0230	23
172.0332	25
172.0753	32
172.0969	30
172.1162	24
172.1314	24
172.1397	25
172.1471	30
172.1672	35
172.1886	20
172.2025	18
172.2236	21
172.2312	16
172.2396	20
172.2492	20
172.2653	22
172.2766	19
172.2868	20
172.2938	18
172.3004	22
172.3184	20
172.3335	21
172.3404	18
172.3465	16
172.3515	18
172.3561	19
172.3637	16
172.3711	21
172.3811	17
172.3890	17
172.3963	16
172.4025	17
172.4092	18
172.4202	17
172.4284	18
172.4351	17
172.4452	17
172.4548	17
172.4683	18
172.4726	18
172.4842	18
172.4927	15
172.4997	18
172.5038	20
172.5089	17
172.5207	15
172.5335	18
172.5470	20
172.5513	17
172.5646	16
172.5777	17
172.5914	19
172.6028	17
172.6069	16
172.6140	18
172.6186	14
172.6251	18
172.6376	17
172.6513	16
172.6574	17
172.6786	21
172.6858	14
172.6928	15
172.7013	15
172.7082	18
172.7137	17
172.7284	15
172.7395	17
172.7432	16
172.7579	14
172.7756	13
172.7846	17
172.7930	17
172.7989	15
172.8084	17
172.8152	18
172.8245	16
172.8321	16
172.8462	15
172.8590	18
172.8724	17
172.8779	16
172.8985	14
172.9139	15
172.9260	14
172.9356	15
172.9479	15
172.9576	13
172.9668	15
172.9870	40
173.0026	22
173.0343	19
173.0405	22
173.0452	24
173.0503	20
173.0663	29
173.0763	74
173.0911	28
173.1127	20
173.1218	17
173.1279	28
173.1506	50
173.1883	16
173.1920	14
173.1990	14
173.2113	14
173.2271	14
173.2407	14
173.2530	15
173.2595	12
173.2676	12
173.2805	11
173.2899	14
173.2973	14
173.3141	12
173.3391	13
173.3472	15
173.3602	17
173.3680	11
173.3780	12
173.3824	14
173.4047	12
173.4159	12
173.4384	12
173.4447	11
173.4599	12
173.4656	13
173.4946	12
173.5315	11
173.5932	13
173.6321	12
173.6395	12
173.6618	12
173.7616	11
173.8005	12
173.8060	12
173.8486	12
173.9947	17
174.0023	15
174.0134	14
174.0266	13
174.0508	13
174.0677	12
174.0791	16
174.1164	11
174.1256	12
174.1320	12
174.1543	13
174.9891	65
175.0123	15
175.0189	15
175.0522	111
175.0707	24
175.1073	52
175.1445	26
176.0643	27
176.9856	23
177.0096	44
177.0492	35
177.0590	12
177.0868	17
177.1225	30
177.1599	35
178.0471	24
178.8978	27
179.0490	11
179.0664	96
179.1024	60
179.1399	14
179.8993	74
180.0700	16
180.8982	100
180.9196	16
181.0445	14
181.0612	12
181.0812	53
181.1195	63
181.1552	24
181.8996	119
182.8992	884
183.0601	254
183.0976	49
183.1096	14
183.1342	21
183.1710	19
183.9007	12
184.0242	16
184.0634	30
184.4421	12
185.0100	2279
185.0555	15
185.0632	16
185.0754	20
185.0906	12
185.0949	12
185.1117	71
185.1497	24
185.9956	23
186.0122	129
186.1145	12
186.1835	11
187.0149	54
187.0419	38
187.0536	41
187.0659	13
187.0710	12
187.0920	25
187.1238	13
187.1451	25
187.1657	29
188.0005	23
188.0087	31
188.0467	16
189.0026	60
189.0308	454
189.0656	16
189.0853	12
189.1240	60
189.1613	23
190.0061	42
190.0338	43
190.4401	48
191.0646	25
191.1017	34
191.1764	18
192.0042	32
192.0616	27
192.1058	13
193.0005	12
193.0456	22
193.0611	12
193.0813	40
193.1264	75
193.1548	79
193.1910	12
194.1122	15
194.1182	17
194.1278	12
194.1476	12
194.1593	15
195.0595	63
195.0954	81
195.1192	33
195.1330	50
195.1709	36
196.0964	13
196.9160	33
197.0561	14
197.0752	54
197.1114	37
197.1212	14
197.1497	26
198.0703	13
198.1238	28
198.1829	12
198.9905	13
199.0303	23
199.0524	30
199.0923	48
199.1281	22
199.1425	13
199.1661	52
200.0856	12
200.1982	60
200.2338	17
200.9808	65
201.0131	33
201.0561	29
201.0700	21
201.0842	17
201.1069	26
201.1221	13
201.1450	37
201.1590	19
201.1809	87
202.1826	13
203.0195	242
203.0459	235
203.1034	295
203.1388	31
203.1762	20
204.0048	40
204.0216	21
204.0506	23
204.0618	18
204.1076	55
204.5008	13
205.0010	20
205.0563	76
205.0816	82
205.1183	17
205.1549	29
205.1913	49
205.5006	29
206.0009	145
206.0575	12
206.0848	16
206.0888	14
206.5024	20
206.9997	448
207.0403	181
207.0951	51
207.1334	24
207.1706	87
208.0013	43
208.0437	15
208.1712	15
208.1765	16
208.9985	42
209.0371	52
209.0580	13
209.0746	51
209.0912	17
209.1120	63
209.1497	56
209.1859	29
210.1082	19
210.1158	14
211.0564	20
211.0706	18
211.0913	74
211.1266	52
211.1660	27
211.2013	18
212.0586	20
212.1596	15
212.1644	13
213.0325	18
213.0715	111
213.1057	57
213.1430	168
213.1804	21
213.2170	14
213.5059	59
213.9887	22
214.0071	84
214.0429	33
214.0855	30
214.1456	22
214.2485	19
214.5065	99
215.0067	662
215.0437	45
215.0645	28
215.0789	45
215.1219	120
215.1550	12
215.1591	12
215.1967	39
215.5082	76
216.0117	25
216.0189	16
216.1263	13
217.0000	16
217.0254	683
217.0603	48
217.0789	21
217.1019	202
217.1545	67
217.1898	30
217.9841	45
218.0284	65
218.1067	28
218.1582	17
218.9903	25
219.0281	17
219.0592	12
219.0974	14
219.1091	12
219.1137	13
219.1319	33
219.1705	107
219.2068	25
220.1769	85
221.0325	21
221.0569	307
221.0911	21
221.1143	192
221.1499	83
221.1738	14
221.1830	30
222.0600	34
222.1157	36
222.1442	13
222.1564	13
223.0606	161
223.0912	60
223.1083	18
223.1267	49
223.1433	13
223.1648	45
223.2014	20
224.0104	29
224.0588	49
224.1253	14
225.0398	11
225.0568	28
225.0683	32
225.0873	34
225.1074	51
225.1245	12
225.1426	43
225.1595	14
225.1801	100
225.2171	17
226.0347	14
226.0940	17
226.1192	16
226.1779	47
227.0479	12
227.0858	50
227.1103	15
227.1218	54
227.1594	51
227.1783	21
227.1831	15
227.1967	45
227.2336	19
228.1932	16
228.2283	41
228.9807	25
229.0115	13
229.0192	15
229.0234	16
229.0294	13
229.0627	15
229.0681	13
229.1030	33
229.1151	40
229.1377	44
229.1772	20
229.1924	15
229.2126	144
229.2317	20
230.0020	12
230.0578	130
230.2156	21
230.2429	21
230.5588	34
230.9528	16
230.9571	18
231.0146	81
231.0410	181
231.0795	20
231.0957	13
231.1164	21
231.1305	13
231.1549	14
231.1598	14
231.1662	11
231.2089	13
231.9547	16
231.9989	169
232.0446	28
232.0488	26
232.0539	22
232.9515	132
233.0059	37
233.0376	32
233.0533	39
233.0584	38
233.0703	17
233.0760	12
233.1132	14
233.1260	14
233.1483	18
233.1867	17
235.0032	18
235.0357	81
235.0715	40
235.0898	23
235.1281	28
235.1399	13
235.1652	135
235.2028	258
236.1670	27
236.2059	58
236.9447	24
236.9943	27
237.0710	17
237.1056	44
237.1422	46
237.1612	14
237.1657	18
237.1804	37
237.2175	50
238.0682	67
238.1396	23
239.0638	491
239.0831	143
239.1225	87
239.1585	118
239.1958	26
239.2343	26
239.5653	104
240.0634	39
240.0853	16
240.0913	17
240.1173	43
240.1586	20
241.0129	20
241.0626	38
241.1017	47
241.1374	198
241.1759	70
241.1984	13
241.2129	35
241.2480	15
241.9851	18
242.0070	49
242.1403	35
243.0557	18
243.0796	30
243.0929	12
243.1033	13
243.1161	38
243.1297	24
243.1420	14
243.1571	13
243.2271	87
244.0086	19
244.1877	16
244.2321	15
244.2590	23
245.0293	21
245.0727	47
245.0939	27
245.1113	16
245.1322	29
245.1470	13
245.1708	28
245.1860	13
245.9782	27
246.9869	50
247.0468	52
247.0899	74
247.1275	14
247.1642	15
247.2012	23
247.2219	12
248.0905	15
249.0519	149
249.0744	20
249.0871	36
249.1059	21
249.1420	53
249.1576	14
249.1795	62
250.0088	18
250.0539	22
250.1782	15
250.1831	16
250.9970	128
251.0440	22
251.0646	19
251.0759	19
251.0842	28
251.1214	49
251.1590	43
251.1812	41
251.1935	37
251.9987	12
252.0824	22
252.1556	53
252.9937	104
253.0329	14
253.1008	39
253.1385	67
253.1527	23
253.1746	41
253.1940	13
253.2116	51
253.2499	13
254.0303	23
254.1351	16
254.9909	16
255.0306	64
255.0794	18
255.1160	37
255.1265	21
255.1536	89
255.1669	24
255.1921	20
255.2060	15
255.2283	68
255.2647	31
256.0320	13
256.1567	15
256.2302	15
256.2607	100
257.0750	36
257.0948	28
257.1451	40
257.1708	20
257.1850	36
257.2077	49
257.2442	451
258.1362	12
258.1431	12
258.2476	99
259.0450	40
259.0733	32
259.1098	19
259.1494	35
259.1594	37
259.1660	34
259.1868	113
259.2013	84
259.2480	12
259.9943	14
260.0311	16
260.1891	24
260.2048	15
261.0282	47
261.0618	32
261.0819	40
261.1053	27
261.1262	55
261.1752	12
261.1805	13
262.0367	21
262.5357	15
263.0344	133
263.0668	102
263.0913	19
263.1214	87
263.1583	18
263.1943	22
263.2313	17
263.5379	31
264.0258	18
264.0357	13
264.0607	13
264.0666	16
264.1237	14
265.0633	14
265.0998	25
265.1091	13
265.1362	31
265.1745	61
265.2113	23
265.2481	31
266.1686	62
267.0069	38
267.1160	38
267.1535	78
267.1887	40
267.2021	18
267.2273	30
267.2649	20
268.1120	145
268.1526	18
268.9349	33
269.0969	44
269.1143	33
269.1322	42
269.1694	106
269.2056	59
269.2428	38
269.2798	24
270.1732	17
270.2068	12
270.2754	23
271.0726	39
271.0912	39
271.1104	41
271.1473	40
271.1725	14
271.1836	25
271.2192	16
271.2256	17
271.2595	269
272.2586	75
273.0558	18
273.0940	26
273.1207	13
273.1273	18
273.1648	83
273.2548	20
274.0110	18
274.1602	14
274.1690	14
274.9277	111
275.0174	20
275.0386	22
275.0728	12
275.0822	12
275.1061	22
275.1201	19
275.1411	12
275.1587	37
275.1958	13
275.2181	28
275.2325	16
275.2543	22
275.9266	23
276.9240	17
277.0561	565
277.1762	1783
278.0582	67
278.0730	17
278.1793	309
278.2406	21
278.5295	12
278.9504	67
279.0296	67
279.0630	49
279.0899	229
279.1546	251
279.1808	85
279.2111	14
279.2260	31
279.5297	15
279.9517	158
280.0925	59
280.1581	57
280.1832	19
280.2596	26
280.9497	198
281.0266	38
281.0483	86
281.0679	20
281.0748	17
281.0835	16
281.0955	23
281.1316	31
281.1693	85
281.2039	28
281.2426	48
281.9515	284
282.0474	24
282.0788	20
282.1279	57
282.1636	17
282.1694	18
282.2166	32
282.2439	15
282.2744	114
282.9119	12
282.9513	2019
283.0455	12
283.0678	13
283.1127	23
283.1256	14
283.1490	27
283.1586	13
283.1843	31
283.2222	30
283.2598	77
283.2779	33
283.2947	21
283.9542	148
284.0762	24
284.1454	14
284.2604	21
284.2913	73
284.9551	27
285.0772	12
285.0943	16
285.1090	24
285.1264	42
285.1412	19
285.1644	35
285.1745	22
285.2031	18
285.2384	27
285.2748	199
286.0335	63
286.1024	14
286.2770	42
286.5342	156
287.0344	208
287.1047	15
287.1217	13
287.1435	39
287.1912	13
287.2308	12
287.5340	291
288.0344	1817
288.1010	15
288.5350	340
288.9446	42
288.9947	18
289.0370	92
289.0630	16
289.0817	15
289.1252	15
289.1387	19
289.1545	18
289.1751	18
289.9658	12
291.0714	22
291.0989	12
291.1248	21
291.1548	23
291.1906	27
291.2062	13
291.2256	23
291.2485	12
291.2629	15
292.0197	42
293.0279	116
293.0727	13
293.0793	12
293.1704	40
293.2050	56
293.2314	17
293.2405	27
294.0308	15
294.2014	23
294.2084	19
294.2378	41
295.0264	18
295.0347	14
295.0932	15
295.1085	23
295.1461	32
295.1848	38
295.2008	20
295.2195	39
295.2356	18
295.2426	13
295.2571	16
296.2134	13
296.2226	12
296.2532	13
297.0786	102
297.1267	26
297.1626	39
297.1999	207
297.2358	53
297.2731	23
298.0783	35
298.0942	12
298.2042	42
298.2402	14
298.2687	12
298.2736	12
299.0365	14
299.0429	13
299.0677	54
299.1583	458
299.2056	17
299.2178	16
299.2539	26
299.2903	77
300.1439	27
300.1602	86
300.2097	12
300.2901	22
300.9605	20
301.0744	85
301.0863	89
301.1056	74
301.1371	1566
301.1885	16
301.2072	14
302.0054	17
302.0749	21
302.0850	18
302.0908	19
302.1408	268
303.0627	110
303.0997	12
303.1094	13
303.1392	59
303.2170	12
303.2268	16
303.2464	14
303.2514	14
304.0636	21
